TimeInSystem
0.0
0.0
0.0
0.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
56.0
56.0
56.0
108.0
108.0
108.0
152.0
152.0
152.0
152.0
204.0
204.0
204.0
264.0
264.0
264.0
264.0
264.0
264.0
264.0
264.0
264.0
264.0
264.0
264.0
264.0
356.0
356.0
356.0
440.0
440.0
540.0
540.0
540.0
632.0
632.0
632.0
632.0
632.0
632.0
632.0
632.0
632.0
632.0
632.0
632.0
756.0
756.0
756.0
872.0
872.0
872.0
1004.0
1004.0
1004.0
1128.0
1128.0
1128.0
1128.0
1128.0
1128.0
1128.0
1128.0
1128.0
1128.0
1128.0
1284.0
1284.0
1284.0
1432.0
1432.0
1432.0
1432.0
1596.0
1596.0
1596.0
1596.0
1596.0
1596.0
1596.0
1596.0
1596.0
1760.0
1760.0
1940.0
1940.0
1940.0
1940.0
1940.0
1940.0
1940.0
1940.0
1940.0
1940.0
2136.0
2136.0
2136.0
2324.0
2324.0
2324.0
2324.0
2528.0
2528.0
2528.0
2528.0
2528.0
2528.0
2528.0
2528.0
2528.0
2528.0
2528.0
2748.0
2748.0
2748.0
2960.0
2960.0
3188.0
3188.0
3188.0
3408.0
3408.0
3408.0
3408.0
3408.0
3408.0
3408.0
3408.0
3408.0
3408.0
3408.0
3408.0
3408.0
3660.0
3660.0
3660.0
3660.0
3660.0
3920.0
3920.0
3920.0
3920.0
3920.0
4188.0
4188.0
4188.0
4188.0
4188.0
4188.0
4464.0
4464.0
4464.0
4732.0
4732.0
4732.0
4732.0
5016.0
5016.0
5016.0
5016.0
5016.0
5016.0
5016.0
5016.0
5016.0
5016.0
5016.0
5316.0
5316.0
5316.0
5608.0
5608.0
5916.0
5916.0
5916.0
5916.0
5916.0
5916.0
5916.0
5916.0
5916.0
5916.0
5916.0
5916.0
6240.0
6240.0
6240.0
6240.0
6240.0
6240.0
6572.0
6572.0
6572.0
6572.0
6572.0
6912.0
6912.0
6912.0
6912.0
6912.0
7260.0
7260.0
7260.0
7260.0
7260.0
7260.0
7616.0
7616.0
7616.0
7616.0
7616.0
7616.0
7616.0
7980.0
7980.0
7980.0
8336.0
8336.0
8336.0
8708.0
8708.0
8708.0
8708.0
8708.0
8708.0
8708.0
8708.0
9080.0
9080.0
9468.0
9468.0
9468.0
9848.0
9848.0
9848.0
9848.0
10236.0
10236.0
10236.0
10236.0
10236.0
10236.0
10236.0
10236.0
10236.0
10236.0
10236.0
10640.0
10640.0
11060.0
11060.0
11060.0
11060.0
11060.0
11060.0
11060.0
11060.0
11060.0
11060.0
11496.0
11496.0
11496.0
11496.0
11496.0
11496.0
11496.0
11940.0
11940.0
11940.0
