TimeInSystem
0.0
0.0
0.0
0.0
0.0
0.0
23.844800210465223
23.844800210465223
23.844800210465223
23.844800210465223
23.844800210465223
23.844800210465223
23.844800210465223
23.844800210465223
23.844800210465223
23.844800210465223
23.844800210465223
23.844800210465223
23.844800210465223
23.844800210465223
23.844800210465223
74.77352408342482
74.77352408342482
74.77352408342482
74.77352408342482
74.77352408342482
74.77352408342482
74.77352408342482
137.96209289796707
137.96209289796707
137.96209289796707
137.96209289796707
137.96209289796707
193.5940825248084
193.5940825248084
193.5940825248084
262.9618666932317
262.9618666932317
262.9618666932317
325.08318107525065
325.08318107525065
325.08318107525065
325.08318107525065
392.7818898813156
392.7818898813156
392.7818898813156
468.70624689388944
468.70624689388944
468.70624689388944
468.70624689388944
468.70624689388944
554.2007893824791
554.2007893824791
554.2007893824791
554.2007893824791
554.2007893824791
554.2007893824791
554.2007893824791
645.7578045940892
645.7578045940892
645.7578045940892
645.7578045940892
645.7578045940892
645.7578045940892
645.7578045940892
645.7578045940892
645.7578045940892
645.7578045940892
645.7578045940892
760.9849678359074
760.9849678359074
888.1101179041464
888.1101179041464
888.1101179041464
1009.6767026268855
1009.6767026268855
1009.6767026268855
1009.6767026268855
1009.6767026268855
1009.6767026268855
1009.6767026268855
1009.6767026268855
1009.6767026268855
1009.6767026268855
1009.6767026268855
1146.2779207517674
1146.2779207517674
1146.2779207517674
1296.0947161384747
1296.0947161384747
1296.0947161384747
1296.0947161384747
1296.0947161384747
1296.0947161384747
1296.0947161384747
1296.0947161384747
1296.0947161384747
1296.0947161384747
1296.0947161384747
1296.0947161384747
1296.0947161384747
1446.0924776580737
1611.7774306136307
1611.7774306136307
1611.7774306136307
1611.7774306136307
1611.7774306136307
1611.7774306136307
1611.7774306136307
1611.7774306136307
1611.7774306136307
1786.3334150764929
1786.3334150764929
1786.3334150764929
1786.3334150764929
1972.7018838912027
1972.7018838912027
1972.7018838912027
1972.7018838912027
1972.7018838912027
1972.7018838912027
1972.7018838912027
1972.7018838912027
1972.7018838912027
1972.7018838912027
1972.7018838912027
1972.7018838912027
1972.7018838912027
1972.7018838912027
2180.932588864832
2180.932588864832
2180.932588864832
2382.309974787653
2382.309974787653
2599.760565984427
2599.760565984427
2599.760565984427
2599.760565984427
2599.760565984427
2815.976061966968
2815.976061966968
2815.976061966968
3041.8494753031055
3041.8494753031055
3041.8494753031055
3041.8494753031055
3041.8494753031055
3041.8494753031055
3041.8494753031055
3041.8494753031055
3041.8494753031055
3041.8494753031055
3041.8494753031055
3041.8494753031055
3285.315774787647
3285.315774787647
3285.315774787647
3543.9551391277278
3543.9551391277278
3543.9551391277278
3789.7005187283485
3789.7005187283485
